wsi/bin/probs_map.py:54: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  data = Variable(data.cuda(async=True), volatile=True)
INFO:root:2019-05-04 03:19:10, flip : NONE, rotate : NONE, batch : 1/12901, Run Time : 34.21
INFO:root:2019-05-04 04:13:46, flip : NONE, rotate : NONE, batch : 3117/12901, Run Time : 3.99
INFO:root:2019-05-04 04:13:46, flip : NONE, rotate : NONE, batch : 3118/12901, Run Time : 0.33
INFO:root:2019-05-04 04:13:46, flip : NONE, rotate : NONE, batch : 3119/12901, Run Time : 0.26
INFO:root:2019-05-04 04:13:47, flip : NONE, rotate : NONE, batch : 3120/12901, Run Time : 0.29
INFO:root:2019-05-04 04:13:50, flip : NONE, rotate : NONE, batch : 3121/12901, Run Time : 2.92
INFO:root:2019-05-04 04:13:50, flip : NONE, rotate : NONE, batch : 3122/12901, Run Time : 0.24
INFO:root:2019-05-04 04:13:50, flip : NONE, rotate : NONE, batch : 3123/12901, Run Time : 0.25
INFO:root:2019-05-04 04:13:50, flip : NONE, rotate : NONE, batch : 3124/12901, Run Time : 0.32
INFO:root:2019-05-04 04:13:51, flip : NONE, rotate : NONE, batch : 3125/12901, Run Time : 0.33
INFO:root:2019-05-04 04:13:53, flip : NONE, rotate : NONE, batch : 3126/12901, Run Time : 2.48
INFO:root:2019-05-04 04:13:53, flip : NONE, rotate : NONE, batch : 3127/12901, Run Time : 0.23
INFO:root:2019-05-04 04:13:54, flip : NONE, rotate : NONE, batch : 3128/12901, Run Time : 0.21
INFO:root:2019-05-04 04:13:54, flip : NONE, rotate : NONE, batch : 3129/12901, Run Time : 0.32
INFO:root:2019-05-04 04:13:54, flip : NONE, rotate : NONE, batch : 3130/12901, Run Time : 0.31
INFO:root:2019-05-04 04:13:55, flip : NONE, rotate : NONE, batch : 3131/12901, Run Time : 1.15
INFO:root:2019-05-04 04:13:56, flip : NONE, rotate : NONE, batch : 3132/12901, Run Time : 0.43
INFO:root:2019-05-04 04:13:56, flip : NONE, rotate : NONE, batch : 3133/12901, Run Time : 0.33
INFO:root:2019-05-04 04:13:57, flip : NONE, rotate : NONE, batch : 3134/12901, Run Time : 0.38
INFO:root:2019-05-04 04:13:59, flip : NONE, rotate : NONE, batch : 3135/12901, Run Time : 2.32
INFO:root:2019-05-04 04:13:59, flip : NONE, rotate : NONE, batch : 3136/12901, Run Time : 0.27
INFO:root:2019-05-04 04:14:00, flip : NONE, rotate : NONE, batch : 3137/12901, Run Time : 0.37
INFO:root:2019-05-04 04:14:00, flip : NONE, rotate : NONE, batch : 3138/12901, Run Time : 0.33
INFO:root:2019-05-04 04:14:04, flip : NONE, rotate : NONE, batch : 3139/12901, Run Time : 4.64
INFO:root:2019-05-04 04:14:05, flip : NONE, rotate : NONE, batch : 3140/12901, Run Time : 0.25
INFO:root:2019-05-04 04:14:05, flip : NONE, rotate : NONE, batch : 3141/12901, Run Time : 0.27
INFO:root:2019-05-04 04:14:05, flip : NONE, rotate : NONE, batch : 3142/12901, Run Time : 0.31
INFO:root:2019-05-04 04:14:10, flip : NONE, rotate : NONE, batch : 3143/12901, Run Time : 4.33
INFO:root:2019-05-04 04:14:10, flip : NONE, rotate : NONE, batch : 3144/12901, Run Time : 0.26
INFO:root:2019-05-04 04:14:10, flip : NONE, rotate : NONE, batch : 3145/12901, Run Time : 0.26
INFO:root:2019-05-04 04:14:10, flip : NONE, rotate : NONE, batch : 3146/12901, Run Time : 0.28
INFO:root:2019-05-04 04:14:11, flip : NONE, rotate : NONE, batch : 3147/12901, Run Time : 0.34
INFO:root:2019-05-04 04:14:11, flip : NONE, rotate : NONE, batch : 3148/12901, Run Time : 0.40
INFO:root:2019-05-04 04:14:16, flip : NONE, rotate : NONE, batch : 3149/12901, Run Time : 5.20
INFO:root:2019-05-04 04:14:17, flip : NONE, rotate : NONE, batch : 3150/12901, Run Time : 0.37
INFO:root:2019-05-04 04:14:17, flip : NONE, rotate : NONE, batch : 3151/12901, Run Time : 0.24
INFO:root:2019-05-04 04:14:17, flip : NONE, rotate : NONE, batch : 3152/12901, Run Time : 0.30
INFO:root:2019-05-04 04:14:20, flip : NONE, rotate : NONE, batch : 3153/12901, Run Time : 3.01
INFO:root:2019-05-04 04:14:21, flip : NONE, rotate : NONE, batch : 3154/12901, Run Time : 0.23
INFO:root:2019-05-04 04:14:21, flip : NONE, rotate : NONE, batch : 3155/12901, Run Time : 0.26
INFO:root:2019-05-04 04:14:21, flip : NONE, rotate : NONE, batch : 3156/12901, Run Time : 0.33
INFO:root:2019-05-04 04:14:21, flip : NONE, rotate : NONE, batch : 3157/12901, Run Time : 0.29
INFO:root:2019-05-04 04:14:24, flip : NONE, rotate : NONE, batch : 3158/12901, Run Time : 2.57
INFO:root:2019-05-04 04:14:24, flip : NONE, rotate : NONE, batch : 3159/12901, Run Time : 0.24
INFO:root:2019-05-04 04:14:24, flip : NONE, rotate : NONE, batch : 3160/12901, Run Time : 0.24
INFO:root:2019-05-04 04:14:25, flip : NONE, rotate : NONE, batch : 3161/12901, Run Time : 0.29
INFO:root:2019-05-04 04:14:26, flip : NONE, rotate : NONE, batch : 3162/12901, Run Time : 0.97
INFO:root:2019-05-04 04:14:26, flip : NONE, rotate : NONE, batch : 3163/12901, Run Time : 0.76
INFO:root:2019-05-04 04:14:27, flip : NONE, rotate : NONE, batch : 3164/12901, Run Time : 0.32
INFO:root:2019-05-04 04:14:27, flip : NONE, rotate : NONE, batch : 3165/12901, Run Time : 0.46
INFO:root:2019-05-04 04:14:29, flip : NONE, rotate : NONE, batch : 3166/12901, Run Time : 2.05
INFO:root:2019-05-04 04:14:30, flip : NONE, rotate : NONE, batch : 3167/12901, Run Time : 0.21
INFO:root:2019-05-04 04:14:30, flip : NONE, rotate : NONE, batch : 3168/12901, Run Time : 0.25
INFO:root:2019-05-04 04:14:30, flip : NONE, rotate : NONE, batch : 3169/12901, Run Time : 0.31
INFO:root:2019-05-04 04:14:30, flip : NONE, rotate : NONE, batch : 3170/12901, Run Time : 0.35
INFO:root:2019-05-04 04:14:33, flip : NONE, rotate : NONE, batch : 3171/12901, Run Time : 2.83
INFO:root:2019-05-04 04:14:34, flip : NONE, rotate : NONE, batch : 3172/12901, Run Time : 0.33
INFO:root:2019-05-04 04:14:34, flip : NONE, rotate : NONE, batch : 3173/12901, Run Time : 0.25
INFO:root:2019-05-04 04:14:34, flip : NONE, rotate : NONE, batch : 3174/12901, Run Time : 0.30
INFO:root:2019-05-04 04:14:38, flip : NONE, rotate : NONE, batch : 3175/12901, Run Time : 3.43
INFO:root:2019-05-04 04:14:38, flip : NONE, rotate : NONE, batch : 3176/12901, Run Time : 0.28
INFO:root:2019-05-04 04:14:38, flip : NONE, rotate : NONE, batch : 3177/12901, Run Time : 0.25
INFO:root:2019-05-04 04:14:38, flip : NONE, rotate : NONE, batch : 3178/12901, Run Time : 0.29
INFO:root:2019-05-04 04:14:44, flip : NONE, rotate : NONE, batch : 3179/12901, Run Time : 5.51
INFO:root:2019-05-04 04:14:46, flip : NONE, rotate : NONE, batch : 3180/12901, Run Time : 2.23
INFO:root:2019-05-04 04:14:46, flip : NONE, rotate : NONE, batch : 3181/12901, Run Time : 0.24
INFO:root:2019-05-04 04:14:47, flip : NONE, rotate : NONE, batch : 3182/12901, Run Time : 0.25
INFO:root:2019-05-04 04:14:47, flip : NONE, rotate : NONE, batch : 3183/12901, Run Time : 0.31
INFO:root:2019-05-04 04:14:47, flip : NONE, rotate : NONE, batch : 3184/12901, Run Time : 0.35
INFO:root:2019-05-04 04:14:48, flip : NONE, rotate : NONE, batch : 3185/12901, Run Time : 0.67
INFO:root:2019-05-04 04:14:49, flip : NONE, rotate : NONE, batch : 3186/12901, Run Time : 1.40
INFO:root:2019-05-04 04:14:50, flip : NONE, rotate : NONE, batch : 3187/12901, Run Time : 0.35
INFO:root:2019-05-04 04:14:50, flip : NONE, rotate : NONE, batch : 3188/12901, Run Time : 0.37
INFO:root:2019-05-04 04:14:50, flip : NONE, rotate : NONE, batch : 3189/12901, Run Time : 0.38
INFO:root:2019-05-04 04:14:51, flip : NONE, rotate : NONE, batch : 3190/12901, Run Time : 0.97
INFO:root:2019-05-04 04:14:52, flip : NONE, rotate : NONE, batch : 3191/12901, Run Time : 0.60
INFO:root:2019-05-04 04:14:52, flip : NONE, rotate : NONE, batch : 3192/12901, Run Time : 0.34
INFO:root:2019-05-04 04:14:53, flip : NONE, rotate : NONE, batch : 3193/12901, Run Time : 0.49
INFO:root:2019-05-04 04:14:55, flip : NONE, rotate : NONE, batch : 3194/12901, Run Time : 1.65
INFO:root:2019-05-04 04:14:55, flip : NONE, rotate : NONE, batch : 3195/12901, Run Time : 0.35
INFO:root:2019-05-04 04:14:55, flip : NONE, rotate : NONE, batch : 3196/12901, Run Time : 0.46
INFO:root:2019-05-04 04:14:56, flip : NONE, rotate : NONE, batch : 3197/12901, Run Time : 0.41
INFO:root:2019-05-04 04:14:57, flip : NONE, rotate : NONE, batch : 3198/12901, Run Time : 0.93
INFO:root:2019-05-04 04:14:57, flip : NONE, rotate : NONE, batch : 3199/12901, Run Time : 0.39
INFO:root:2019-05-04 04:14:57, flip : NONE, rotate : NONE, batch : 3200/12901, Run Time : 0.39
INFO:root:2019-05-04 04:14:58, flip : NONE, rotate : NONE, batch : 3201/12901, Run Time : 0.40
INFO:root:2019-05-04 04:14:58, flip : NONE, rotate : NONE, batch : 3202/12901, Run Time : 0.39
INFO:root:2019-05-04 04:15:01, flip : NONE, rotate : NONE, batch : 3203/12901, Run Time : 2.64
INFO:root:2019-05-04 04:15:01, flip : NONE, rotate : NONE, batch : 3204/12901, Run Time : 0.28
INFO:root:2019-05-04 04:15:01, flip : NONE, rotate : NONE, batch : 3205/12901, Run Time : 0.28
INFO:root:2019-05-04 04:15:02, flip : NONE, rotate : NONE, batch : 3206/12901, Run Time : 0.32
INFO:root:2019-05-04 04:15:05, flip : NONE, rotate : NONE, batch : 3207/12901, Run Time : 2.98
INFO:root:2019-05-04 04:15:05, flip : NONE, rotate : NONE, batch : 3208/12901, Run Time : 0.25
INFO:root:2019-05-04 04:15:05, flip : NONE, rotate : NONE, batch : 3209/12901, Run Time : 0.27
INFO:root:2019-05-04 04:15:06, flip : NONE, rotate : NONE, batch : 3210/12901, Run Time : 0.45
INFO:root:2019-05-04 04:15:06, flip : NONE, rotate : NONE, batch : 3211/12901, Run Time : 0.36
INFO:root:2019-05-04 04:15:07, flip : NONE, rotate : NONE, batch : 3212/12901, Run Time : 0.76
INFO:root:2019-05-04 04:15:07, flip : NONE, rotate : NONE, batch : 3213/12901, Run Time : 0.38
INFO:root:2019-05-04 04:15:08, flip : NONE, rotate : NONE, batch : 3214/12901, Run Time : 0.39
INFO:root:2019-05-04 04:15:08, flip : NONE, rotate : NONE, batch : 3215/12901, Run Time : 0.40
INFO:root:2019-05-04 04:15:12, flip : NONE, rotate : NONE, batch : 3216/12901, Run Time : 4.17
INFO:root:2019-05-04 04:15:12, flip : NONE, rotate : NONE, batch : 3217/12901, Run Time : 0.26
INFO:root:2019-05-04 04:15:13, flip : NONE, rotate : NONE, batch : 3218/12901, Run Time : 0.26
INFO:root:2019-05-04 04:15:13, flip : NONE, rotate : NONE, batch : 3219/12901, Run Time : 0.30
INFO:root:2019-05-04 04:15:16, flip : NONE, rotate : NONE, batch : 3220/12901, Run Time : 2.73
INFO:root:2019-05-04 04:15:16, flip : NONE, rotate : NONE, batch : 3221/12901, Run Time : 0.27
INFO:root:2019-05-04 04:15:16, flip : NONE, rotate : NONE, batch : 3222/12901, Run Time : 0.28
INFO:root:2019-05-04 04:15:17, flip : NONE, rotate : NONE, batch : 3223/12901, Run Time : 0.30
INFO:root:2019-05-04 04:15:17, flip : NONE, rotate : NONE, batch : 3224/12901, Run Time : 0.67
INFO:root:2019-05-04 04:15:21, flip : NONE, rotate : NONE, batch : 3225/12901, Run Time : 3.79
INFO:root:2019-05-04 04:15:21, flip : NONE, rotate : NONE, batch : 3226/12901, Run Time : 0.24
INFO:root:2019-05-04 04:15:21, flip : NONE, rotate : NONE, batch : 3227/12901, Run Time : 0.26
INFO:root:2019-05-04 04:15:22, flip : NONE, rotate : NONE, batch : 3228/12901, Run Time : 0.28
INFO:root:2019-05-04 04:15:22, flip : NONE, rotate : NONE, batch : 3229/12901, Run Time : 0.34
INFO:root:2019-05-04 04:15:28, flip : NONE, rotate : NONE, batch : 3230/12901, Run Time : 5.69
INFO:root:2019-05-04 04:15:28, flip : NONE, rotate : NONE, batch : 3231/12901, Run Time : 0.23
INFO:root:2019-05-04 04:15:28, flip : NONE, rotate : NONE, batch : 3232/12901, Run Time : 0.25
INFO:root:2019-05-04 04:15:29, flip : NONE, rotate : NONE, batch : 3233/12901, Run Time : 0.29
INFO:root:2019-05-04 04:15:32, flip : NONE, rotate : NONE, batch : 3234/12901, Run Time : 3.10
INFO:root:2019-05-04 04:15:32, flip : NONE, rotate : NONE, batch : 3235/12901, Run Time : 0.24
INFO:root:2019-05-04 04:15:32, flip : NONE, rotate : NONE, batch : 3236/12901, Run Time : 0.22
INFO:root:2019-05-04 04:15:32, flip : NONE, rotate : NONE, batch : 3237/12901, Run Time : 0.26
INFO:root:2019-05-04 04:15:33, flip : NONE, rotate : NONE, batch : 3238/12901, Run Time : 0.34
INFO:root:2019-05-04 04:15:34, flip : NONE, rotate : NONE, batch : 3239/12901, Run Time : 1.04
INFO:root:2019-05-04 04:15:34, flip : NONE, rotate : NONE, batch : 3240/12901, Run Time : 0.42
INFO:root:2019-05-04 04:15:35, flip : NONE, rotate : NONE, batch : 3241/12901, Run Time : 0.44
INFO:root:2019-05-04 04:15:35, flip : NONE, rotate : NONE, batch : 3242/12901, Run Time : 0.33
INFO:root:2019-05-04 04:15:35, flip : NONE, rotate : NONE, batch : 3243/12901, Run Time : 0.37
INFO:root:2019-05-04 04:15:40, flip : NONE, rotate : NONE, batch : 3244/12901, Run Time : 4.52
INFO:root:2019-05-04 04:15:40, flip : NONE, rotate : NONE, batch : 3245/12901, Run Time : 0.27
INFO:root:2019-05-04 04:15:40, flip : NONE, rotate : NONE, batch : 3246/12901, Run Time : 0.25
INFO:root:2019-05-04 04:15:41, flip : NONE, rotate : NONE, batch : 3247/12901, Run Time : 0.34
INFO:root:2019-05-04 04:15:41, flip : NONE, rotate : NONE, batch : 3248/12901, Run Time : 0.35
INFO:root:2019-05-04 04:15:44, flip : NONE, rotate : NONE, batch : 3249/12901, Run Time : 3.39
INFO:root:2019-05-04 04:15:45, flip : NONE, rotate : NONE, batch : 3250/12901, Run Time : 0.20
INFO:root:2019-05-04 04:15:45, flip : NONE, rotate : NONE, batch : 3251/12901, Run Time : 0.25
INFO:root:2019-05-04 04:15:45, flip : NONE, rotate : NONE, batch : 3252/12901, Run Time : 0.30
INFO:root:2019-05-04 04:15:46, flip : NONE, rotate : NONE, batch : 3253/12901, Run Time : 0.44
INFO:root:2019-05-04 04:15:51, flip : NONE, rotate : NONE, batch : 3254/12901, Run Time : 5.54
INFO:root:2019-05-04 04:15:51, flip : NONE, rotate : NONE, batch : 3255/12901, Run Time : 0.25
INFO:root:2019-05-04 04:15:52, flip : NONE, rotate : NONE, batch : 3256/12901, Run Time : 0.26
INFO:root:2019-05-04 04:15:52, flip : NONE, rotate : NONE, batch : 3257/12901, Run Time : 0.55
INFO:root:2019-05-04 04:15:54, flip : NONE, rotate : NONE, batch : 3258/12901, Run Time : 1.30
INFO:root:2019-05-04 04:15:54, flip : NONE, rotate : NONE, batch : 3259/12901, Run Time : 0.38
INFO:root:2019-05-04 04:15:54, flip : NONE, rotate : NONE, batch : 3260/12901, Run Time : 0.28
INFO:root:2019-05-04 04:15:55, flip : NONE, rotate : NONE, batch : 3261/12901, Run Time : 0.35
INFO:root:2019-05-04 04:15:55, flip : NONE, rotate : NONE, batch : 3262/12901, Run Time : 0.38
INFO:root:2019-05-04 04:15:57, flip : NONE, rotate : NONE, batch : 3263/12901, Run Time : 1.75
INFO:root:2019-05-04 04:15:57, flip : NONE, rotate : NONE, batch : 3264/12901, Run Time : 0.36
INFO:root:2019-05-04 04:15:57, flip : NONE, rotate : NONE, batch : 3265/12901, Run Time : 0.36
INFO:root:2019-05-04 04:15:58, flip : NONE, rotate : NONE, batch : 3266/12901, Run Time : 0.58
INFO:root:2019-05-04 04:15:59, flip : NONE, rotate : NONE, batch : 3267/12901, Run Time : 1.38
INFO:root:2019-05-04 04:16:00, flip : NONE, rotate : NONE, batch : 3268/12901, Run Time : 0.34
INFO:root:2019-05-04 04:16:00, flip : NONE, rotate : NONE, batch : 3269/12901, Run Time : 0.38
INFO:root:2019-05-04 04:16:01, flip : NONE, rotate : NONE, batch : 3270/12901, Run Time : 0.40
INFO:root:2019-05-04 04:16:12, flip : NONE, rotate : NONE, batch : 3271/12901, Run Time : 11.25
INFO:root:2019-05-04 04:16:15, flip : NONE, rotate : NONE, batch : 3272/12901, Run Time : 3.59
INFO:root:2019-05-04 04:16:16, flip : NONE, rotate : NONE, batch : 3273/12901, Run Time : 0.23
INFO:root:2019-05-04 04:16:16, flip : NONE, rotate : NONE, batch : 3274/12901, Run Time : 0.24
INFO:root:2019-05-04 04:16:16, flip : NONE, rotate : NONE, batch : 3275/12901, Run Time : 0.30
INFO:root:2019-05-04 04:16:17, flip : NONE, rotate : NONE, batch : 3276/12901, Run Time : 0.79
INFO:root:2019-05-04 04:16:20, flip : NONE, rotate : NONE, batch : 3277/12901, Run Time : 2.94
INFO:root:2019-05-04 04:16:20, flip : NONE, rotate : NONE, batch : 3278/12901, Run Time : 0.24
INFO:root:2019-05-04 04:16:20, flip : NONE, rotate : NONE, batch : 3279/12901, Run Time : 0.24
INFO:root:2019-05-04 04:16:21, flip : NONE, rotate : NONE, batch : 3280/12901, Run Time : 0.30
INFO:root:2019-05-04 04:16:22, flip : NONE, rotate : NONE, batch : 3281/12901, Run Time : 1.83
INFO:root:2019-05-04 04:16:24, flip : NONE, rotate : NONE, batch : 3282/12901, Run Time : 1.58
INFO:root:2019-05-04 04:16:24, flip : NONE, rotate : NONE, batch : 3283/12901, Run Time : 0.28
INFO:root:2019-05-04 04:16:25, flip : NONE, rotate : NONE, batch : 3284/12901, Run Time : 0.24
INFO:root:2019-05-04 04:16:25, flip : NONE, rotate : NONE, batch : 3285/12901, Run Time : 0.36
INFO:root:2019-05-04 04:16:28, flip : NONE, rotate : NONE, batch : 3286/12901, Run Time : 3.44
INFO:root:2019-05-04 04:16:29, flip : NONE, rotate : NONE, batch : 3287/12901, Run Time : 0.22
INFO:root:2019-05-04 04:16:29, flip : NONE, rotate : NONE, batch : 3288/12901, Run Time : 0.28
INFO:root:2019-05-04 04:16:29, flip : NONE, rotate : NONE, batch : 3289/12901, Run Time : 0.27
INFO:root:2019-05-04 04:16:30, flip : NONE, rotate : NONE, batch : 3290/12901, Run Time : 0.34
INFO:root:2019-05-04 04:16:33, flip : NONE, rotate : NONE, batch : 3291/12901, Run Time : 3.62
INFO:root:2019-05-04 04:16:34, flip : NONE, rotate : NONE, batch : 3292/12901, Run Time : 0.40
INFO:root:2019-05-04 04:16:34, flip : NONE, rotate : NONE, batch : 3293/12901, Run Time : 0.27
INFO:root:2019-05-04 04:16:34, flip : NONE, rotate : NONE, batch : 3294/12901, Run Time : 0.28
INFO:root:2019-05-04 04:16:42, flip : NONE, rotate : NONE, batch : 3295/12901, Run Time : 8.09
INFO:root:2019-05-04 04:16:42, flip : NONE, rotate : NONE, batch : 3296/12901, Run Time : 0.28
INFO:root:2019-05-04 04:16:43, flip : NONE, rotate : NONE, batch : 3297/12901, Run Time : 0.24
INFO:root:2019-05-04 04:16:43, flip : NONE, rotate : NONE, batch : 3298/12901, Run Time : 0.28
INFO:root:2019-05-04 04:16:46, flip : NONE, rotate : NONE, batch : 3299/12901, Run Time : 3.51
INFO:root:2019-05-04 04:16:47, flip : NONE, rotate : NONE, batch : 3300/12901, Run Time : 0.25
INFO:root:2019-05-04 04:16:47, flip : NONE, rotate : NONE, batch : 3301/12901, Run Time : 0.37
INFO:root:2019-05-04 04:16:47, flip : NONE, rotate : NONE, batch : 3302/12901, Run Time : 0.28
INFO:root:2019-05-04 04:16:52, flip : NONE, rotate : NONE, batch : 3303/12901, Run Time : 4.31
INFO:root:2019-05-04 04:16:52, flip : NONE, rotate : NONE, batch : 3304/12901, Run Time : 0.22
INFO:root:2019-05-04 04:16:52, flip : NONE, rotate : NONE, batch : 3305/12901, Run Time : 0.28
INFO:root:2019-05-04 04:16:52, flip : NONE, rotate : NONE, batch : 3306/12901, Run Time : 0.30
INFO:root:2019-05-04 04:16:53, flip : NONE, rotate : NONE, batch : 3307/12901, Run Time : 0.34
INFO:root:2019-05-04 04:16:56, flip : NONE, rotate : NONE, batch : 3308/12901, Run Time : 3.12
INFO:root:2019-05-04 04:16:56, flip : NONE, rotate : NONE, batch : 3309/12901, Run Time : 0.24
INFO:root:2019-05-04 04:16:56, flip : NONE, rotate : NONE, batch : 3310/12901, Run Time : 0.25
INFO:root:2019-05-04 04:16:57, flip : NONE, rotate : NONE, batch : 3311/12901, Run Time : 0.48
INFO:root:2019-05-04 04:17:01, flip : NONE, rotate : NONE, batch : 3312/12901, Run Time : 3.81
INFO:root:2019-05-04 04:17:01, flip : NONE, rotate : NONE, batch : 3313/12901, Run Time : 0.23
INFO:root:2019-05-04 04:17:01, flip : NONE, rotate : NONE, batch : 3314/12901, Run Time : 0.26
INFO:root:2019-05-04 04:17:02, flip : NONE, rotate : NONE, batch : 3315/12901, Run Time : 0.30
INFO:root:2019-05-04 04:17:05, flip : NONE, rotate : NONE, batch : 3316/12901, Run Time : 3.07
INFO:root:2019-05-04 04:17:05, flip : NONE, rotate : NONE, batch : 3317/12901, Run Time : 0.23
INFO:root:2019-05-04 04:17:05, flip : NONE, rotate : NONE, batch : 3318/12901, Run Time : 0.24
INFO:root:2019-05-04 04:17:05, flip : NONE, rotate : NONE, batch : 3319/12901, Run Time : 0.33
INFO:root:2019-05-04 04:17:07, flip : NONE, rotate : NONE, batch : 3320/12901, Run Time : 1.21
INFO:root:2019-05-04 04:17:12, flip : NONE, rotate : NONE, batch : 3321/12901, Run Time : 5.52
INFO:root:2019-05-04 04:17:12, flip : NONE, rotate : NONE, batch : 3322/12901, Run Time : 0.22
INFO:root:2019-05-04 04:17:13, flip : NONE, rotate : NONE, batch : 3323/12901, Run Time : 0.25
INFO:root:2019-05-04 04:17:13, flip : NONE, rotate : NONE, batch : 3324/12901, Run Time : 0.29
INFO:root:2019-05-04 04:17:16, flip : NONE, rotate : NONE, batch : 3325/12901, Run Time : 2.70
INFO:root:2019-05-04 04:17:16, flip : NONE, rotate : NONE, batch : 3326/12901, Run Time : 0.30
INFO:root:2019-05-04 04:17:16, flip : NONE, rotate : NONE, batch : 3327/12901, Run Time : 0.24
INFO:root:2019-05-04 04:17:16, flip : NONE, rotate : NONE, batch : 3328/12901, Run Time : 0.29
INFO:root:2019-05-04 04:17:23, flip : NONE, rotate : NONE, batch : 3329/12901, Run Time : 6.52
INFO:root:2019-05-04 04:17:23, flip : NONE, rotate : NONE, batch : 3330/12901, Run Time : 0.24
INFO:root:2019-05-04 04:17:23, flip : NONE, rotate : NONE, batch : 3331/12901, Run Time : 0.26
INFO:root:2019-05-04 04:17:24, flip : NONE, rotate : NONE, batch : 3332/12901, Run Time : 0.28
INFO:root:2019-05-04 04:17:25, flip : NONE, rotate : NONE, batch : 3333/12901, Run Time : 1.66
INFO:root:2019-05-04 04:17:26, flip : NONE, rotate : NONE, batch : 3334/12901, Run Time : 0.32
INFO:root:2019-05-04 04:17:26, flip : NONE, rotate : NONE, batch : 3335/12901, Run Time : 0.32
INFO:root:2019-05-04 04:17:26, flip : NONE, rotate : NONE, batch : 3336/12901, Run Time : 0.31
INFO:root:2019-05-04 04:17:33, flip : NONE, rotate : NONE, batch : 3337/12901, Run Time : 6.73
INFO:root:2019-05-04 04:17:33, flip : NONE, rotate : NONE, batch : 3338/12901, Run Time : 0.22
INFO:root:2019-05-04 04:17:34, flip : NONE, rotate : NONE, batch : 3339/12901, Run Time : 0.25
INFO:root:2019-05-04 04:17:34, flip : NONE, rotate : NONE, batch : 3340/12901, Run Time : 0.29
INFO:root:2019-05-04 04:17:35, flip : NONE, rotate : NONE, batch : 3341/12901, Run Time : 1.01
INFO:root:2019-05-04 04:17:36, flip : NONE, rotate : NONE, batch : 3342/12901, Run Time : 0.97
INFO:root:2019-05-04 04:17:36, flip : NONE, rotate : NONE, batch : 3343/12901, Run Time : 0.35
INFO:root:2019-05-04 04:17:36, flip : NONE, rotate : NONE, batch : 3344/12901, Run Time : 0.30
INFO:root:2019-05-04 04:17:40, flip : NONE, rotate : NONE, batch : 3345/12901, Run Time : 3.22
INFO:root:2019-05-04 04:17:40, flip : NONE, rotate : NONE, batch : 3346/12901, Run Time : 0.23
INFO:root:2019-05-04 04:17:40, flip : NONE, rotate : NONE, batch : 3347/12901, Run Time : 0.24
INFO:root:2019-05-04 04:17:40, flip : NONE, rotate : NONE, batch : 3348/12901, Run Time : 0.30
INFO:root:2019-05-04 04:17:43, flip : NONE, rotate : NONE, batch : 3349/12901, Run Time : 3.06
INFO:root:2019-05-04 04:17:44, flip : NONE, rotate : NONE, batch : 3350/12901, Run Time : 0.52
INFO:root:2019-05-04 04:17:44, flip : NONE, rotate : NONE, batch : 3351/12901, Run Time : 0.26
INFO:root:2019-05-04 04:17:45, flip : NONE, rotate : NONE, batch : 3352/12901, Run Time : 0.29
INFO:root:2019-05-04 04:17:49, flip : NONE, rotate : NONE, batch : 3353/12901, Run Time : 3.97
INFO:root:2019-05-04 04:17:49, flip : NONE, rotate : NONE, batch : 3354/12901, Run Time : 0.22
INFO:root:2019-05-04 04:17:49, flip : NONE, rotate : NONE, batch : 3355/12901, Run Time : 0.23
INFO:root:2019-05-04 04:17:49, flip : NONE, rotate : NONE, batch : 3356/12901, Run Time : 0.37
INFO:root:2019-05-04 04:17:50, flip : NONE, rotate : NONE, batch : 3357/12901, Run Time : 0.35
INFO:root:2019-05-04 04:17:53, flip : NONE, rotate : NONE, batch : 3358/12901, Run Time : 2.95
INFO:root:2019-05-04 04:17:53, flip : NONE, rotate : NONE, batch : 3359/12901, Run Time : 0.26
INFO:root:2019-05-04 04:17:53, flip : NONE, rotate : NONE, batch : 3360/12901, Run Time : 0.26
INFO:root:2019-05-04 04:17:53, flip : NONE, rotate : NONE, batch : 3361/12901, Run Time : 0.33
INFO:root:2019-05-04 04:17:56, flip : NONE, rotate : NONE, batch : 3362/12901, Run Time : 2.96
INFO:root:2019-05-04 04:17:57, flip : NONE, rotate : NONE, batch : 3363/12901, Run Time : 0.25
INFO:root:2019-05-04 04:17:57, flip : NONE, rotate : NONE, batch : 3364/12901, Run Time : 0.27
INFO:root:2019-05-04 04:17:57, flip : NONE, rotate : NONE, batch : 3365/12901, Run Time : 0.40
INFO:root:2019-05-04 04:18:00, flip : NONE, rotate : NONE, batch : 3366/12901, Run Time : 2.66
INFO:root:2019-05-04 04:18:00, flip : NONE, rotate : NONE, batch : 3367/12901, Run Time : 0.21
INFO:root:2019-05-04 04:18:01, flip : NONE, rotate : NONE, batch : 3368/12901, Run Time : 0.31
INFO:root:2019-05-04 04:18:01, flip : NONE, rotate : NONE, batch : 3369/12901, Run Time : 0.28
INFO:root:2019-05-04 04:18:01, flip : NONE, rotate : NONE, batch : 3370/12901, Run Time : 0.53
INFO:root:2019-05-04 04:18:02, flip : NONE, rotate : NONE, batch : 3371/12901, Run Time : 1.07
INFO:root:2019-05-04 04:18:03, flip : NONE, rotate : NONE, batch : 3372/12901, Run Time : 0.34
